;V1;V2;V3;V4;V5;V6;V7;V8;V9;V10;V11;V12;V13;V14;V15;V16;V17;V18;V19;V20;V21;V22;V23;V24;V25;V26;V27;V28;V29;V30;V31;V32;V33;V34;V35;V36;V37;V38;V39;V40;V41;V42;V43;V44;V45;V46;V47;V48;V49;V50;V51;V52;V53;V54;V55;V56;V57;V58;V59;V60;V61;V62;V63;V64;V65;V66;V67;V68;V69;V70;V71;V72;V73;V74;V75;V76;V77;V78;V79;V80;V81;V82;V83;V84;V85;V86;V87;V88;V89;V90;V91;V92;V93;V94;V95;V96;V97;V98;V99;V100;V101;V102;V103;V104;V105;V106;V107;V108;V109;V110;V111;V112;V113;V114;V115;V116;V117;V118;V119;V120;V121;V122;V123;V124;V125;V126;V127;V128;V129;V130;V131;V132;V133;V134;V135;V136;V137;V138;V139;V140;V141;V142;V143;V144;V145;V146;V147;V148;V149;V150;V151;V152;V153;V154;V155;V156;V157;V158;V159;V160;V161;V162;V163;V164;V165;V166;V167;V168;V169;V170;V171;V172;V173;V174;V175;V176;V177;V178;V179;V180;V181;V182;V183;V184;V185;V186;V187;V188;V189;V190;V191;V192;V193;V194;V195;V196;V197;V198;V199;V200
69;-23,49501334;22,52545061;5,985360574;3,572059418;6,948640762;8,456838992;3,805997053;6,267214234;8,623468879;20,04999645;-9,502084364;-10,02788323;17,97628015;-0,434579892;-21,77372734;4,22979214;13,37434167;4,621975537;4,846859241;-3,953680569;17,70551181;-10,66861818;-25,68980609;-15,41246337;11,75223171;3,799648729;-2,465612782;11,14859972;18,08884363;4,097649607;7,130588538;-11,65435093;18,05593644;14,54117734;1,667586397;14,6583001;0,32487468;-27,37486293;14,3008881;3,082961543;6,735604992;19,32586267;5,663025886;8,185566104;10,32305319;6,129069637;5,831961706;5,856769331;0,98375429;13,79623442;3,760541039;-13,00535386;18,5780473;2,585694032;0,038736704;14,1174987;19,15184375;1,298810686;2,855304534;2,478875235;-7,718103201;4,197652812;15,34167036;1,072306219;16,81217685;14,33984348;-32,07872262;1,935730262;-3,347444384;38,5274057;0,64289976;18,66836555;8,187661279;1,671249192;15,22261756;8,49069914;18,13528557;11,02217348;-37,17520968;28,77593933;10,31085645;18,20430346;14,67610189;16,82040171;3,072707734;39,0412899;-24,77848655;-19,0858272;10,03558841;-11,36165228;-3,295712157;19,83769677;-42,80594341;15,47827021;8,24137701;12,62551252;11,12596359;10,30648515;18,48470057;16,0790018;4,511187724;4,844554852;18,33585931;19,0695033;-0,551762439;29,17966355;10,67077513;17,61419858;5,082401847;2,710329638;-52,70100477;9,682025118;3,155781511;-1,062582129;1,068145715;9,880058168;19,40117852;-4,011324206;6,527836743;25,24883707;-30,81209464;-33,13634467;8,797010427;17,87752015;9,930905277;9,59251772;5,578027336;15,55345289;15,73851094;15,57821402;18,17124564;-8,336988961;16,80065941;21,25202841;-35,73386375;2,023667267;-19,76824534;-3,674826828;1,18880913;25,99390577;4,442380558;7,662321108;12,595529;15,40823222;14,76107674;13,27400928;19,36493068;3,789125541;13,65422376;0,350539821;18,69453778;6,562308582;-5,061534755;3,775715936;11,46661876;17,0105665;11,1234285;-2,158062703;-14,37528505;2,105034784;4,729910413;19,21650593;9,28244787;2,66809984;8,24235043;20,99330001;13,30223754;19,06635141;9,976285712;4,042088802;6,618464923;2,96701959;7,57049819;-20,26252879;12,38587854;19,56059115;27,72714395;-31,17674718;14,2906984;16,38704946;-10,3725996;1,753588476;17,454723;1,109745352;10,83825333;7,364009531;7,414498767;-2,200294758;10,6571127;5,789037143;-24,88207824;4,61544967;-12,37247119;11,48909219;10,75582228;19,9167184;5,53452263;4,905674799;50,91992283;2,40078406
70;-23,66359122;22,18260464;6,029999527;3,558421024;7,080717012;8,266332053;4,014731523;6,564051639;8,675208932;20,98996723;-8,721020226;-10,48959093;18,90643236;-1,001162025;-21,81384054;4,580021044;13,71005164;4,503022488;5,161032026;-3,816502628;17,75397722;-11,44884356;-25,23618603;-16,39874355;11,66714629;3,774139656;-1,567129584;10,97548078;18,0727333;4,232821533;6,39379873;-11,65575921;18,12263089;14,88196589;1,624435474;14,81661705;0,459754961;-28,13268248;14,22555386;3,040098376;6,732751164;19,32424315;5,530772003;8,029554034;10,37886927;6,16625525;5,717726005;5,870626323;0,65765107;13,74245204;3,719571213;-13,52127488;18,66427867;1,845855275;0,124969395;13,98118896;19,2572367;1,12155086;2,998883345;2,679276968;-7,796835458;4,273092754;15,48986062;0,570152886;16,74992527;14,70390185;-32,16902567;1,851982369;-3,934733733;39,72781601;0,559243154;19,05610718;7,804032101;1,703915814;14,97612721;8,275542083;18,26360787;10,9237042;-37,68139342;30,20683498;10,43155442;18,11216275;14,60108272;16,69058669;2,189827752;40,48473105;-24,89450596;-19,04818355;10,03986635;-12,1196817;-4,023624536;19,70198167;-43,29658613;15,59108095;8,258294317;12,54459217;11,16135447;10,37490615;17,65509777;15,91911756;4,448085557;4,6499915;18,34608;19,30617179;-0,997145243;30,09774122;10,56677817;18,40880893;5,126631587;3,056127216;-54,20515356;9,726294063;3,311812525;-0,27683837;1,022364269;9,66934565;18,89348;-4,568486786;6,760354381;24,94197133;-30,89031391;-34,88515641;9,795517345;17,39787559;10,08798748;9,636297597;5,859454201;15,24755863;15,61877487;15,73079352;18,3004923;-8,360051271;16,74595281;22,28987735;-36,3065649;2,138356145;-19,56363532;-3,985976239;1,058486071;26,87172293;4,23683516;7,594900669;12,66809222;15,41881297;14,70676964;13,14033803;19,53735909;3,602918436;13,54341989;1,119336108;18,76086291;6,682191611;-5,185877718;3,390867713;11,77965387;16,93757133;11,70628974;-2,096008127;-13,52780613;1,962031902;4,616634885;19,36692245;9,438355575;3,937527245;8,345561815;21,7292004;12,98952549;19,1447108;9,771050565;4,118590154;6,569734825;3,15986955;7,741628761;-21,58908309;12,57980313;19,38407825;28,64442138;-32,11191471;14,12475104;16,50682424;-10,41127792;2,472731275;17,99139496;1,170752616;10,74474586;7,267998794;7,626031843;-2,738684655;10,71231098;5,49156083;-25,67363092;4,656294482;-11,90523001;11,44422371;10,79878181;19,9777141;5,426182732;4,909796043;53,52127971;2,35882676
71;-24,49664484;22,78267881;6,059107117;3,46923581;7,039753656;8,359380934;3,703637514;7,661426675;8,784246429;21,97528931;-8,526050488;-11,27980964;18,24502229;-0,275933368;-23,47290078;4,066253849;13,30061531;4,49104718;4,950727985;-4,429185013;17,90411832;-12,06856962;-24,8024969;-15,99914803;11,71389217;3,687405907;-1,881883417;10,95296359;18,1890119;4,370328288;6,220720865;-12,23230394;17,88446727;14,85234484;1,416806277;14,81179299;0,593285906;-28,74007887;14,2627776;2,830472088;6,659573212;19,44832681;5,622086111;8,016243116;10,24487643;6,710724604;5,760726546;5,844155439;0,642981297;13,62240238;3,698640975;-13,79994497;18,87952733;2,131479108;0,131925806;14,10397256;19,38111357;1,081589988;3,146729327;2,805292362;-8,883995785;4,353569849;15,28420095;0,713173197;16,75035556;14,59260352;-33,00955662;1,722045379;-3,027676942;40,76179943;0,686670359;19,22546613;8,179616147;2,557491847;15,2565264;8,241744661;18,14002287;10,74774229;-37,96769054;30,20420286;10,51583584;18,1047749;14,32465872;16,82117341;1,68203687;41,73576817;-25,28385913;-19,29658027;9,915805632;-11,5852791;-3,85269572;19,86266909;-45,26430337;15,56060761;8,2020782;12,47455307;11,16714872;10,53218185;17,56435844;15,74666484;4,238857292;4,99320845;18,3235793;18,97334536;-1,926102361;31,27382034;11,15902849;18,81641168;4,956627305;3,027956527;-55,38967886;9,740036831;3,105973701;-0,064719688;0,90314797;9,67693383;19,34517383;-3,522193421;6,575472166;25,88472093;-31,28909507;-35,38918576;9,994511972;17,76680004;9,957596266;9,575354707;6,106095772;15,42304352;15,29337077;15,84635503;18,17123316;-7,85918138;16,45082238;23,12850962;-36,78743839;2,062511366;-19,81311155;-4,014232335;1,25559655;26,95248544;4,428313645;7,388792041;12,58237369;15,54654646;14,60553183;13,28111878;19,62178589;3,735704718;13,6572951;1,956413956;18,84197864;6,828098734;-4,897952531;3,472414256;12,30675865;17,23544158;11,35866624;-2,805005149;-14,10530715;1,74478188;4,54370169;19,30751074;9,558490975;4,321286176;8,10502172;23,25534307;12,85110002;19,38418715;9,917125959;4,124944554;6,701425418;3,071056222;7,832178804;-21,91619739;12,67658123;19,46270389;30,48869952;-32,70666823;13,9387906;17,48240077;-10,62590208;1,934461545;18,11902873;1,198499979;10,85006223;7,139418003;8,191379764;-2,695594639;10,24641973;5,478845319;-26,29423608;4,668679958;-12,51962239;11,59985654;10,73719291;21,71463245;5,41561838;4,914040392;54,99884548;2,480308603
72;-25,09704493;23,71855718;6,242879366;3,517419353;6,882369373;8,222498206;3,784234936;7,720791804;8,953905461;22,28941854;-9,632564611;-11,93336048;17,64861587;0,436067926;-23,97547893;4,438368623;13,88575141;4,352567092;4,925007123;-4,730402636;17,81679146;-12,46019439;-26,60120145;-15,79708719;11,57195185;3,922309104;-2,221950568;11,19473874;18,14477552;4,276571766;5,972861515;-13,06826799;17,95912348;14,72406253;1,359674857;14,76474516;1,076799183;-29,72048493;14,25732644;2,837099184;6,435316091;19,01803585;5,568104997;8,01289576;9,895887756;7,284954221;5,709207826;5,931808764;0,49510143;13,7089581;3,383598571;-14,0738492;18,64635331;2,437186831;0,205423502;14,23798357;19,15954428;1,143325628;3,277166159;2,733161191;-8,914053711;4,482033775;15,59782771;0,741349111;16,66458535;14,4667845;-34,23110007;1,611192866;-2,633915806;41,50262037;0,881609779;18,99606749;8,148615447;3,04149886;15,11681136;8,267289885;18,2426397;10,79724127;-39,24080991;30,24523573;10,30967435;18,13444678;14,49915934;16,97308805;1,779859974;42,1466306;-25,37487034;-20,20481369;9,911873607;-12,12989268;-3,59784186;19,73310395;-46,80679888;15,47211166;8,163584229;12,25401504;11,04015741;10,58902814;18,00961369;15,80057553;4,107185414;4,781327241;18,25646856;19,39039808;-1,450514666;31,91981728;10,84290258;19,42659203;5,017060807;2,873848713;-55,76967445;9,629496196;3,407375882;-0,810913199;0,889895353;9,601163815;19,63426655;-3,563802748;6,649039579;27,70578953;-31,97920685;-35,0440868;9,846954591;17,98829274;9,990992435;9,746643797;5,98090076;15,44630804;15,40230367;15,48922075;18,36843547;-8,015449505;16,58193825;23,72904495;-37,62076625;1,921139722;-20,81550848;-3,982765212;1,187758181;27,07988228;4,413356146;7,229785907;12,56656083;15,53817568;14,73688234;13,63065818;19,48144629;3,869661523;14,77030792;2,160375913;18,94325924;7,080663019;-5,46265873;3,797630657;12,44408415;17,1173994;12,26662451;-2,59821401;-15,20346;1,765511868;4,245304741;19,30493977;9,597894003;3,907398693;7,929077493;22,84278556;13,02968053;19,34279021;9,800825757;4,122059962;6,738222049;2,973675314;7,868329423;-21,99325645;12,59666825;19,66967915;30,78295797;-33,6751331;14,10028314;17,40218609;-11,54312633;1,967630442;18,2770419;1,045683158;10,88446599;6,934544564;8,504636066;-2,237772243;10,30930975;5,589686515;-26,64191617;4,647699458;-13,08594246;11,32822956;10,99754627;22,71820085;5,328357951;5,118093747;55,04676995;2,650087133
73;-25,28273251;24,0242629;6,46918356;3,620792;6,833940936;8,369355452;3,726526208;7,601605381;8,650152959;22,76160384;-9,293828125;-12,01005285;18,41140315;-0,523135791;-23,69346409;4,260298162;14,24170492;4,753953347;5,05369708;-3,639400867;17,64633831;-12,84479547;-27,04636732;-16,57281861;11,82796305;4,165786108;-1,78856604;11,19968606;18,12115831;4,1091918;6,497057079;-12,90614553;18,15880217;14,64048608;1,4800593;14,69769178;1,417161345;-30,54968639;14,03592145;2,853889624;6,535285543;19,32391742;5,402687565;8,145714768;10,48244794;6,404755731;5,507185948;5,836895225;0,97834246;13,69010873;3,573301428;-13,5641413;18,64577525;2,541957387;0,505602195;14,33321561;19,3677324;1,125214797;3,210467389;2,600013997;-8,668969073;4,239873332;15,50915603;0,961463151;16,86076969;14,49571106;-34,75760775;1,700756017;-3,28343765;42,68696205;1,012942243;18,8840211;8,116375118;2,265411339;15,25290506;8,475260124;18,28205832;10,88138517;-40,80634395;31,00827539;10,22632001;18,08666473;14,60901586;16,75227538;1,597863463;42,91109749;-26,11357188;-20,73993424;9,963745707;-13,54391535;-3,651049001;19,77820309;-47,20465084;15,57045934;8,114991503;12,3330957;11,16386395;10,45548178;18,79260922;15,95689123;4,199952796;4,823902667;18,28191174;19,27154345;-1,18116798;32,28401473;10,71342853;19,75823021;5,158395542;2,907397052;-56,63727278;9,426705678;3,217570091;-1,507810315;0,912552242;9,540990475;19,59705965;-4,341387731;6,639049339;28,24562283;-32,81498897;-35,59179741;9,978294142;17,38926244;9,990921518;9,624156845;5,793998749;15,46799263;15,33743651;15,61027698;18,33312838;-8,185135106;16,56206326;23,91528878;-39,25784439;2,000507237;-22,50082652;-4,387041684;1,196637587;28,42511003;4,372367462;7,204038867;12,75298495;15,32490653;14,92426359;13,80020112;19,36816386;3,702506492;15,06626624;1,979594444;18,68247556;7,339718368;-5,8000923;3,699808868;12,71687766;16,88375017;12,8555876;-2,541160895;-14,94825261;2,049003508;4,628176556;19,16278335;9,653051727;4,048132385;7,884064814;22,46260567;13,06180557;19,2786466;10,0060975;4,236562078;6,581175811;3,131118575;7,633391046;-22,50682839;12,37218246;19,79455091;30,01023482;-35,33941534;14,19052492;16,7306512;-12,10591294;1,449213029;19,0968815;1,042874074;10,68224093;6,778882481;7,767687366;-2,301787521;10,7889852;5,565067045;-26,78054834;4,678882722;-12,79060617;11,47082288;10,90102837;22,51718519;5,3612727;5,067998172;56,27942792;2,627845819
74;-25,70690697;23,67150837;6,552538164;3,392266292;7,067888622;8,329019333;3,897611476;8,069808442;8,562680007;23,74909914;-8,62923637;-12,64298428;19,36957999;-1,214597922;-23,7426597;4,516539804;14,55888283;4,324214554;4,957720835;-3,235911334;17,58033291;-13,80985858;-26,66276906;-17,37866961;11,69091021;4,151030745;-0,915220212;11,09464564;18,06237818;4,196520872;5,616863232;-12,88316568;18,13186615;14,85675915;1,480096832;14,72526351;1,806894853;-31,37681772;14,27111401;2,928911828;6,754246985;19,28017664;5,565055898;8,209058363;10,31373273;6,777102163;5,472993213;5,795047394;0,587681652;13,70950275;3,575030227;-14,21210405;18,49512384;2,018532602;0,531071919;14,22585439;19,21685131;1,002790379;3,056789397;2,4278798;-8,791239738;4,228941788;15,52133649;0,947908789;16,75917831;14,83392548;-34,73045235;1,942521405;-3,783144318;44,04053757;1,068458007;18,94648329;7,758085719;2,280999842;14,88065673;8,44274929;18,3008497;10,95857082;-41,31348511;32,4544657;10,37903424;18,05258778;14,51875465;16,79033606;0,751338602;44,09744574;-26,09875064;-20,66696069;10,06195416;-14,33653768;-4,373872818;19,6877758;-47,68093632;15,51898347;8,274596037;12,39199399;11,1348765;10,33445985;17,98909212;15,93168185;4,433918529;4,796703451;18,25918815;19,23702402;-1,601150964;33,11569104;10,63592552;20,46065109;5,140183686;2,969881402;-58,1064244;9,494045675;3,208495253;-0,799099582;1,097154093;9,6570837;19,14708047;-4,877258901;6,51761796;27,95641177;-32,85617556;-37,2791429;10,99397853;16,87125391;9,898941199;9,408538971;5,691322107;15,31100644;15,69962873;15,65863243;18,26682777;-8,248535465;16,76219403;25,00703596;-39,95385479;2,162095685;-22,319277;-4,609960665;0,98399285;29,09786294;4,332888999;7,233062108;12,89975151;15,40307933;14,8968357;13,71648642;19,35941384;3,682743061;14,87495892;2,939615916;18,69584203;7,325620375;-5,757272799;3,423997276;13,00600712;16,92630176;13,42193013;-2,741893226;-14,13736937;1,821165121;4,666256061;19,36989461;9,742544579;5,318973802;7,811839565;23,19621504;12,86836174;19,333116;9,79940762;4,187210716;6,718647944;3,116989039;7,49647646;-23,76760714;12,32498098;19,87716226;30,90953315;-36,35765397;14,19666762;16,90176183;-12,10852728;2,064451936;19,4943052;1,148765111;10,68246238;6,787112267;7,934249911;-2,934596856;10,99733164;5,472586258;-27,67676153;4,794921188;-12,47527827;11,39928872;10,88449053;22,51981576;5,316814423;4,933451958;58,90507009;2,509334841
75;-26,58060729;24,21055045;6,588998439;3,358323229;7,087074335;8,325107871;3,719489309;9,265783337;8,664031528;24,77307154;-8,728531757;-13,61404858;18,57612994;-0,65158531;-25,34979427;4,230740892;14,16559608;4,35136578;4,981648304;-3,686126811;17,84245777;-14,53980735;-26,18820122;-16,93646303;11,76103547;4,154785282;-1,255300811;10,99233533;18,33468813;4,226677085;5,524258725;-13,41827227;17,95873471;14,66828787;1,523000165;14,70755157;2,014056434;-31,97214698;14,06200143;2,871602533;6,632575188;19,47015146;5,818294651;7,998343378;10,29305844;7,541367093;5,639549851;5,9058222;0,665985205;13,62605483;3,60931456;-14,52588706;18,6075775;2,119575651;0,346167413;14,16978126;19,29277526;0,926288658;2,886267652;2,397400379;-9,965794943;4,544712035;15,54526414;0,644833946;16,72120507;14,63565594;-35,38924406;2,000964645;-2,833052898;45,26159826;1,047548813;19,01471214;7,939986488;3,361594272;15,11203669;8,177326556;18,35644059;11,01684292;-41,67016976;32,49198878;10,45310394;18,06916064;14,34305505;16,86609658;0,232771478;45,20396676;-26,32816485;-20,65877881;9,940594148;-13,7938744;-4,161149337;19,81199938;-49,5246076;15,32003789;8,361695453;12,37315909;11,0797392;10,50216968;17,84337457;15,696435;4,60464182;4,944615754;18,21433317;19,1743342;-2,538283207;34,39424807;11,06749964;20,87140802;5,063050104;3,095426655;-59,29419787;9,539082213;3,172735492;-0,350493375;1,012488044;9,804513345;19,61280981;-3,860513234;6,647229715;29,01482056;-33,26169407;-37,78424985;11,05724161;17,19345483;9,818352136;9,564532209;5,76432664;15,63801996;15,42297531;15,74832554;18,28787794;-7,746620713;16,45852011;25,82630782;-40,65015787;2,145819333;-22,68995813;-4,522577176;1,289317323;29,20163298;4,458208081;7,352486688;12,93198393;15,44577212;14,7997349;13,61882076;19,22857776;3,773064559;14,79092681;3,816013808;18,85702612;7,174715679;-5,375178499;3,393614348;13,63873213;17,21811874;12,81320971;-3,564903755;-14,70264685;1,696416172;4,429370694;19,54848157;9,673912213;5,684039605;7,763884212;24,75261817;12,84742319;19,3990352;9,817271826;4,132458926;6,786858502;3,103874572;7,702079907;-24,10753426;12,41183491;20,012124;32,82348185;-36,88743009;14,01738253;17,96938661;-12,26511108;1,407458126;19,60775499;1,363219714;10,67950809;6,798200283;8,411342448;-3,021378708;10,45565366;5,465108848;-28,3374127;4,748716079;-13,25805285;11,61000305;10,64355795;24,29778312;5,33249346;4,903414484;60,36926347;2,282687599
76;-27,12765557;25,15228121;6,599884268;3,468505301;6,896554027;8,152962763;3,684836826;9,279816871;9,038869979;25,20336751;-9,829520278;-14,3435065;18,07211932;0,008483981;-26,04378948;4,35567035;14,77155416;4,487228565;5,160874229;-3,837947349;17,92731184;-14,85230737;-28,07466004;-16,65563774;11,46088094;4,185970023;-1,50583996;11,09548526;18,1692623;4,155159374;5,255480481;-14,10485008;18,14290556;14,58614549;1,383397844;14,5560089;2,382195962;-33,0711492;14,184499;3,108130311;6,346659694;19,13877052;5,535062393;7,763333713;9,902299178;7,970007909;5,655746104;5,906237091;0,51034793;13,61362356;3,525241191;-14,66346938;18,56545476;2,474325318;0,233335825;14,19271283;19,10379991;0,890453484;2,807581601;2,346094715;-10,10459973;4,47108812;15,74649356;0,826385944;16,62230193;14,42489235;-36,4056668;1,829285988;-2,529276049;46,26241228;1,057671574;18,85588919;7,957841006;3,807958046;15,325802;8,165689651;18,18453625;10,85409366;-42,95826441;32,4566409;10,15188021;18,00920661;14,40039413;16,81278618;0,38548482;45,50628787;-26,43641545;-21,59850667;10,05438861;-14,38130013;-3,805962962;19,76555309;-50,97318027;15,15017799;8,295460538;12,43544783;11,16694118;10,37607351;18,30865468;15,62761792;4,593370636;4,701583345;18,19606538;19,28143673;-2,041649486;34,86675436;10,76249328;21,54437024;5,021188622;2,961549661;-59,6814521;9,675833794;3,211954677;-1,039256164;0,894314928;9,624590199;19,61414614;-3,930199461;6,593230387;30,9263519;-34,00968856;-37,54037161;11,0209473;17,48769887;9,710953675;9,591248811;5,735337287;15,3793411;15,53991712;15,79771687;18,28586777;-7,92904066;16,56372501;26,69432997;-41,58168369;1,892363659;-23,58987316;-4,388204032;1,274617739;29,44344925;4,212735075;7,34625704;12,82208475;15,45647097;14,75748721;13,84244583;18,95787743;3,716821878;15,9711144;4,194727022;18,77552993;7,122452596;-6,069329501;3,778608949;13,69877672;17,10212858;13,5694734;-3,28751043;-15,58029113;1,872013874;4,30264945;19,55141777;9,513632724;5,148750975;7,682292719;24,54086336;12,9566028;19,40477504;9,757169823;4,211268951;6,608390007;2,841893621;7,916635074;-24,10754048;12,49053341;19,88947707;33,20599323;-37,84065744;14,21185878;17,94391373;-13,10744862;1,40854904;19,8026732;1,2028647;10,88218175;6,610732373;8,607854431;-2,740733903;10,35117575;5,438292614;-28,66649647;4,635727876;-13,78842591;11,42244698;10,72138524;25,15305478;5,385371081;4,954998018;60,3838373;2,246893756
77;-27,35166216;25,56731989;6,667539351;3,682810353;6,881346255;8,481176109;3,635451758;9,018294142;8,656859904;25,75537567;-9,460752937;-14,47575907;19,0407178;-0,834868779;-25,9151542;4,516836108;15,00772984;4,695575062;5,016834187;-2,626300987;17,72707572;-15,23847001;-28,66411022;-17,21895737;11,82613195;4,123908608;-1,009116954;11,19991016;18,09907405;4,403721264;5,495326029;-14,00460151;18,03217626;14,95873681;1,349862911;14,4521308;2,605137913;-33,85605079;13,92855358;3,015874521;6,55042219;19,36268295;5,433207818;7,99801642;10,48276015;7,017094151;5,52343938;5,956085373;1,03570234;13,6948296;3,509049282;-13,94450734;18,62078013;2,503318763;0,161163739;14,14894125;19,34907401;0,955657074;2,714926447;2,417390727;-9,823694592;4,136307841;15,65312775;0,798338482;16,6101184;14,34661765;-36,91839505;1,915987397;-3,196060783;47,65326695;1,128529887;18,83627008;7,910029682;2,91265449;15,16062154;8,519277144;18,08188808;10,95183341;-44,37538865;33,25129282;10,37734969;17,9294696;14,58551473;16,70163042;0,299782319;46,16525305;-27,17815317;-22,17841625;10,0125762;-15,82249972;-3,751064506;19,66043504;-51,66420705;15,07342491;8,237520391;12,31376742;11,31388473;10,44102693;19,03925539;15,761817;4,431249205;4,616670561;18,30389585;19,30054867;-1,583861912;35,03944714;10,71720458;21,89617717;4,950704192;2,789428003;-60,54709625;9,503360029;3,252213029;-1,776466542;0,889417655;9,247840289;19,4107941;-4,519991809;6,778817109;31,48019327;-34,74423657;-38,13942822;11,30786738;17,0933532;9,755754754;9,493784527;5,561498839;15,39612363;15,33195162;15,5846875;18,17502895;-8,089554573;16,42873489;26,96793555;-43,29357182;2,265694138;-25,27013546;-4,806026474;1,107936878;30,87044654;4,088743086;7,397434219;12,70835805;15,37028371;14,8394274;13,94331946;18,85365706;3,757855663;16,16719765;4,183678533;18,91210568;7,053589105;-6,553661672;3,670989855;13,83920588;16,95464725;14,20531759;-3,08692019;-15,08975721;1,713846304;4,560297091;19,3453588;9,584004852;5,113062761;7,855180959;24,51053916;13,00092093;19,51750547;10,08835718;4,360878884;6,696198795;2,96347913;7,693785039;-24,60504643;12,59563464;19,72741814;32,44752107;-39,63233159;14,28595233;17,34008051;-13,65879919;0,978020621;20,54623871;1,121205476;10,8907119;6,657182689;7,578346048;-2,829314728;10,8800152;5,293716634;-28,74073283;4,727795274;-13,39235213;11,54736008;10,98976892;24,90387755;5,496129485;4,950650648;61,63969212;2,16459327
78;-27,87056028;25,25636598;6,84393039;3,44620597;7,034929858;8,334469921;3,758938871;9,478358042;8,588465078;26,852833;-8,751063658;-15,21636671;19,81016499;-1,456339504;-25,95458812;4,41862486;15,24039314;4,408405246;4,922931327;-1,997893277;17,71469639;-16,14147657;-28,52390761;-17,89600549;11,75418434;3,982938457;-0,105689238;11,12718899;17,99118823;4,200880648;4,442551858;-13,85654175;17,91054119;14,82909182;1,334736205;14,61808382;3,158319366;-34,54523302;14,20220538;2,91952805;6,678400977;19,27864392;5,425965677;8,129479809;10,37203078;7,771375328;5,464251258;5,919358564;0,649104072;13,68142946;3,578058854;-14,53133424;18,74660924;1,870433622;0,092992521;13,87374914;19,14305541;1,087861622;2,718860545;2,451031716;-9,848119278;4,389204826;15,67033309;0,876184919;16,63923266;14,91370671;-37,04945462;2,031327443;-3,599937123;49,04988217;1,032081167;18,96906583;7,680406177;2,867668721;15,07350941;8,398725421;18,04274002;10,96818649;-44,9891563;34,71727366;10,46426241;17,94709415;14,51390585;16,70573071;-0,593510541;47,25374481;-27,01123508;-21,97592365;10,13367912;-16,54417713;-4,607693024;19,58611662;-52,41854448;15,20900661;8,223424654;12,26260995;11,28798178;10,5048722;18,2883663;16,01915024;4,365837317;5,039553781;18,55603768;19,24382414;-2,075369205;35,63307034;10,65259477;22,49765898;5,209338203;2,762663672;-61,9939366;9,575413179;3,316265285;-1,148137341;0,980581995;9,552859043;18,96980259;-5,089171816;6,5842774;31,03970067;-34,77892589;-39,69876536;12,27926183;16,79328454;9,564654611;9,325248744;5,463739582;15,28599249;15,51965467;15,82716356;18,46290099;-8,295005367;16,67182945;28,09279434;-44,08071289;2,338430643;-25,09975239;-5,044149338;1,092317425;31,50720236;4,559353461;7,560399047;12,6813979;15,26671369;14,92571251;13,79460019;18,86189224;3,643987413;15,92481114;5,125420566;19,02746339;6,801491611;-6,364022758;3,368056588;14,02954877;16,98434922;14,87542985;-3,294612873;-14,3858712;1,712368472;4,527400623;19,31983171;9,748362783;6,345072604;8,020249552;25,37969099;13,30823769;19,65204318;9,94816409;4,241435605;6,634525503;2,897039394;7,535334644;-25,89703886;12,70029885;19,6875254;33,4244944;-40,75341589;14,26009395;17,59736887;-13,64792994;1,68747665;20,71833225;1,136961277;10,83051621;6,826651849;7,521816705;-3,594873519;11,04466544;5,246955553;-29,67060577;4,73605458;-13,03269127;11,28396131;10,94390833;24,85372465;5,534771287;4,935017823;64,24478242;2,197674971
