;V1;V2;V3;V4;V5;V6;V7;V8;V9;V10;V11;V12;V13;V14;V15;V16;V17;V18;V19;V20;V21;V22;V23;V24;V25;V26;V27;V28;V29;V30;V31;V32;V33;V34;V35;V36;V37;V38;V39;V40;V41;V42;V43;V44;V45;V46;V47;V48;V49;V50;V51;V52;V53;V54;V55;V56;V57;V58;V59;V60;V61;V62;V63;V64;V65;V66;V67;V68;V69;V70;V71;V72;V73;V74;V75;V76;V77;V78;V79;V80
11;10,34727551;20,64592506;19,54768786;20,86274324;8,990885031;9,619518428;1,735519801;1,282039664;14,84916848;22,06894439;3,637912958;5,498709271;16,96706067;10,07831269;12,33521246;22,6667356;16,70008428;9,297129499;17,32264159;21,59088304;6,479973652;10,83757326;13,7148783;23,91351109;10,09996803;6,788572496;18,12669971;23,14185305;9,191278862;11,69668552;14,0117141;13,52244979;11,99985983;19,84932586;17,63603514;30,16938858;17,34939574;28,68193886;5,955693066;11,17917941;9,29227541;6,774708786;10,327657;8,856135157;14,27537277;11,17921439;10,76127224;9,037243401;7,884260632;12,75915366;12,18385048;13,56504256;9,841974181;11,28498822;12,56449987;16,95644205;17,9668301;22,72423269;7,133136125;3,872906105;4,882282945;6,91186085;10,16496618;13,35665649;5,932354541;5,176775967;14,52671892;23,513757;7,899541965;9,232098675;5,789105918;4,000111788;7,167158896;8,368065915;1,206374714;1,820136091;14,8902609;17,02090551;8,103290666;4,584037418
12;10,46745604;20,95401882;19,5089208;20,86284088;8,920707742;9,654110722;1,763242402;1,372137432;14,65200452;21,83542171;3,606034594;5,478923359;17,15858211;10,24539117;12,30639289;22,49203654;16,85373546;9,284055007;17,30950543;21,41920156;6,320375895;10,60576762;13,58678387;23,6773115;10,10747446;6,914647021;18,15799015;23,10439341;9,223572727;11,741509;14,01617563;13,64956132;11,89830622;19,60119325;17,60063899;30,02452141;17,35732968;28,52083006;5,940072091;11,07685781;9,175753696;6,834099839;10,20669364;8,68003034;14,41837639;11,21377593;10,54060406;9,126974931;7,891448528;12,74601878;12,1713869;13,64019505;9,989066016;11,55737032;12,44591348;16,86240153;17,65887068;22,26439119;7,155615883;3,965579318;5,086710034;6,950929625;10,19829991;13,34658032;6,108302574;5,356143348;14,57723802;23,71122264;8,064639021;9,582707781;5,768222419;3,971716056;7,136200179;8,467509006;1,128142735;1,890796012;14,78436265;16,77642809;8,314627901;4,479212427
13;10,4952825;20,91018112;19,68275614;20,94922048;9,163511166;10,04211303;1,71410753;1,230368094;14,41080644;21,41104777;3,528790002;5,258902615;17,11530038;10,29176072;12,66552255;23,36552512;16,53746706;9,000442214;17,21158108;21,41670081;6,556967189;11,01911244;13,78145627;23,85729523;10,00764093;6,760422658;17,87552861;22,70647169;9,162260543;11,58520382;14,04743953;13,52312707;11,85629873;19,54791411;17,55493305;30,04412733;17,31730215;28,36183163;5,855611225;11,00643785;9,431253146;7,085979715;10,40347447;8,858894379;14,38224144;11,15731472;10,62604257;9,131859207;7,751673109;12,6157471;12,34936133;13,42022182;10,06437193;11,52191726;12,35357783;16,57634257;17,70662232;22,25434301;7,162980783;3,786138928;5,009818259;6,844602314;10,24200411;13,21983507;6,169161942;5,509273287;14,09546798;22,83003497;8,202048747;9,778475121;5,717948994;4,117222194;7,105472521;8,447776177;1,160851242;2,017721505;14,82735995;16,7774319;8,069691631;4,318215615
14;10,55241562;20,95887386;19,73843835;21,24241135;9,188468417;10,06165497;1,582445406;1,065849579;14,2182672;21,17510935;3,439584816;5,188142599;17,03294858;10,31819381;12,40863009;22,66937372;16,57959121;8,968702266;17,33640536;21,60823211;6,270926856;10,59613463;13,93005196;23,94070907;10,12940963;6,792551625;18,17648547;23,11306201;9,102313551;11,42013786;13,95913411;13,50026681;11,77604081;19,59660072;17,46562804;29,89685132;17,19532389;28,26488435;5,913627883;10,93896464;9,707660038;7,26641691;10,37937746;8,765210089;14,36021721;11,0869261;10,67409494;9,05422902;7,805293455;12,57597995;12,3246481;13,4667636;9,886811545;11,37425026;12,21290715;16,16084866;17,55761173;22,11820301;7,007992037;3,795454594;4,935973562;6,830661291;10,3311591;13,4045557;6,106749244;5,482753138;14,71248249;23,90076342;8,261400078;9,662568368;5,741008374;4,000075261;7,192251867;8,65545428;1,407997759;2,087838549;14,73821155;16,64594329;8,219710639;4,400070936
15;10,55333812;21,06248329;19,8693883;21,24152186;9,195445366;9,907335675;1,504905729;1,201330311;14,16972642;21,17894458;3,386318987;5,390079742;16,87825289;10,12509533;12,63919117;23,17663299;16,56121763;9,17305147;17,25938893;21,62156275;6,446559906;10,9238835;13,85301846;23,8598761;10,05453493;6,721081122;18,13039975;23,18718008;9,421014904;11,73708984;13,91918525;13,27871066;11,73347324;19,87504045;17,57474372;30,04728221;17,2791036;28,32734967;5,750354447;10,79249991;9,32381538;6,966310686;10,24230364;8,656101466;14,35897963;11,03544733;10,75918234;9,12574468;7,85076832;12,61395661;12,3063483;13,57420093;9,788365887;11,34192679;12,11317045;15,95293319;17,65583208;22,10744305;7,286104787;3,910788116;4,922308358;6,806990006;10,16570627;13,25963094;6,148453603;5,328151614;14,67021353;23,6057834;8,296644693;9,563321627;5,537789934;3,934328363;7,225367876;8,732670401;1,415603557;2,186850187;14,85302903;16,86201985;8,148927865;4,472444829
16;10,45761145;20,86816106;19,7813583;21,15036694;9,08990403;9,686879312;1,673498495;1,157579737;14,19831395;21,16332226;3,286307328;5,096038376;16,9826067;10,29913627;12,60048707;23,2149227;16,68938632;9,200417606;17,39162434;21,60882273;6,305133759;10,64052985;13,86333451;23,75436725;10,15708993;6,697367248;18,0310071;23,03472164;9,400486169;11,67664125;13,99755005;13,34596324;11,73508915;19,67084826;17,50653983;29,89655855;17,32538823;28,45757128;5,638787098;10,5478877;8,994035099;6,760120607;10,32755995;8,865291154;14,35556145;11,09219491;10,49491766;8,81635867;7,777248623;12,59194417;12,26715688;13,42651087;9,914055997;11,34266083;12,0633319;15,9320751;18,13532239;22,73181326;7,221068939;3,877392794;5,027233432;6,879553868;10,29741884;13,38068319;6,202287236;5,516522388;14,11944196;22,83094333;8,194115538;9,427467872;5,611522082;3,893570517;7,171550848;8,793954708;1,286125513;1,634681699;14,83435751;16,86792753;8,014035387;4,559803756
17;10,4580937;20,6397116;19,8195175;21,14231879;9,076569168;9,774102572;1,833195515;1,140645872;14,32878102;21,33396347;3,138842511;4,900944388;16,89704777;10,33445401;12,45174786;22,81729629;16,81670535;9,2744087;17,25443533;21,43488951;6,240212679;10,55733674;13,91851816;23,94804811;10,20928264;6,692058616;18,08067799;23,07687309;9,446649806;11,78137107;14,04045404;13,28836806;11,77991783;19,61756405;17,47827452;29,67708555;17,15621486;28,11324109;5,803142625;10,95620721;9,142358011;6,85224141;10,32592706;8,897730811;14,26130828;11,09430246;10,63341156;9,069904431;7,80804041;12,42998606;12,36740057;13,84129983;9,812254675;11,34674289;12,21481063;16,14706301;17,93501594;22,37482119;7,050813425;3,86131761;4,971310398;6,850925443;10,22073009;13,21863804;6,16544518;5,368853614;14,59108964;23,50939755;8,073960769;9,386045439;5,596738518;3,861170135;7,25131984;8,841621826;1,279939953;1,612645972;15,00274898;17,17842462;7,931538766;4,373690003
18;10,60063673;21,15554593;19,61039255;21,10084102;9,108702811;9,742161524;1,887745835;1,241884706;14,39034425;21,27743923;3,121792595;4,89057883;16,93847434;10,46863847;12,38940236;22,7585402;16,62120817;9,245680328;17,25009356;21,25963602;6,198409843;10,37198595;13,87624667;23,92119576;10,19964036;6,61024143;17,91327581;22,75072447;9,320709376;11,68943092;14,11572681;13,44118203;11,77139238;19,68149366;17,44006191;29,79733313;17,26817329;28,48466554;5,772354297;10,7858213;9,416888217;7,04018736;10,41872156;8,888703542;14,33688713;10,90992391;10,5171261;8,844245472;7,637785986;12,27986447;12,4137;13,9212344;9,670304068;11,12300586;12,43148718;16,44915446;17,73436256;22,41232715;7,150860923;4,090077224;4,82878401;6,795120447;10,17830303;13,11902309;6,071342669;5,384412639;14,53566279;23,38904382;8,105139826;9,331386684;5,740585992;3,948141435;7,480403716;9,165725565;1,292179599;1,769331436;15,09776364;17,19243313;8,151335186;4,55826012
19;10,43128745;20,82731218;19,35878021;20,82886199;8,956675964;9,524752321;1,701749098;1,082262962;14,43103121;21,31528032;3,235744728;4,944761388;17,11196043;10,50132085;12,51015978;23,00808337;16,59942036;9,284967829;17,179285;21,11834204;6,134826492;10,30283183;13,86336651;23,91084067;10,24973623;6,802498969;17,98127862;22,87649008;9,171417113;11,43862582;14,27281922;13,56438952;11,9849764;20,15301232;17,63699358;30,13474503;17,36477272;28,74170689;5,799705693;10,99960252;9,435916989;7,10326726;10,48331041;9,033132122;14,33879408;10,98531895;10,55236072;8,996874527;7,717098635;12,3249425;12,38672616;13,86612465;9,960660205;11,4043113;12,69014821;16,87377469;17,79461973;22,62247799;7,270213613;4,162556363;4,756945558;6,688362834;10,1032427;13,08611213;6,108785492;5,575882514;14,44390403;23,13066704;8,148284948;9,360382919;5,655557375;3,927203883;7,455458597;9,296749441;1,40561829;1,965403814;15,13227371;17,28544446;8,124032859;4,663211444
20;10,28045513;20,49954673;19,2409111;20,41761843;8,976364044;9,542932995;1,500613962;1,167053842;14,59571725;21,52397594;3,237430041;4,961336894;17,02829312;10,34761304;12,44099776;22,68907924;16,55911797;9,222404649;17,28169489;21,26243953;6,221019617;10,54725158;13,90384601;23,93450214;10,37778672;6,903775589;18,21407048;23,21622617;9,146901586;11,38454765;14,41058856;13,84392446;12,15719592;20,27591825;17,77312804;30,3511847;17,34537965;28,79818623;5,811091669;11,01671681;9,280407073;6,981849625;10,48944216;8,889876808;14,35147994;11,11388328;10,84259344;9,248275046;7,633152349;12,22587366;12,45691085;13,82279702;10,0666786;11,65088673;12,99140851;17,33205719;17,74342493;22,61581378;7,198070999;4,176637922;4,950475421;6,970547206;10,12935573;13,18704575;6,395798363;5,794595901;14,44073345;23,08593678;8,142628228;9,283049807;5,759787693;4,06833101;7,276502279;8,896371318;1,470565377;1,858440721;14,94612505;16,90552636;8,139028427;4,675324969
21;10,4302957;20,83496811;19,27781987;20,48973966;9,052088112;9,560641743;1,594474831;1,224549151;14,7204325;21,82534511;3,196014863;4,88932927;17,30519557;10,44237775;12,47383482;22,74115964;16,73240248;9,308684886;17,55079754;21,57856743;6,160763169;10,34117538;13,99327059;24,12735706;10,24638896;6,994085923;18,03990668;22,9072903;9,25235551;11,43073215;14,43563069;13,89494001;12,35095322;20,49870787;17,8009394;30,49164479;17,32244102;28,48371569;5,650833408;10,76633593;9,314515408;6,869247277;10,35937801;8,918716145;14,32878304;11,09052884;10,80000466;9,13077775;7,760794221;12,33244034;12,45992764;13,85657511;9,66282967;11,25091559;13,07119009;17,29606605;17,72250143;22,84460086;7,063944776;3,991302368;5,167129526;7,402721216;10,07575752;13,03007917;6,444393141;5,853259591;14,60059482;23,41980714;8,041811651;9,261149783;5,604809437;3,763044914;7,255894353;8,717511554;1,315002977;1,825700502;14,92038922;16,94739917;8,049761478;4,67286161
22;10,5441555;21,05450268;19,2436961;20,70143813;9,094460847;9,829888097;1,787963874;1,350356398;14,85159578;22,0767607;3,255223084;5,100522797;17,20193595;10,48978194;12,55720678;23,08803856;16,6599726;9,168374809;17,24633775;21,45379282;6,067476486;10,06937225;13,9292293;24,00700655;10,21487569;6,92390979;17,81590322;22,53113023;9,277994503;11,54383501;14,50538573;13,96712659;12,33261684;20,44044145;17,9224953;30,57627797;17,31318623;28,5482582;5,676609826;10,76053215;9,185501913;6,980869907;10,40665631;9,080278837;14,30679245;10,96151459;10,49498346;9,022666271;7,675678194;12,09706349;12,32079255;13,55565285;9,811379833;11,43417226;13,09345292;17,29832293;17,76618751;22,61811825;7,173762358;3,921182654;5,208541775;7,580874045;9,982016454;12,90945304;6,288794653;5,563396452;14,3859747;22,98324449;8,102659508;9,216097223;5,804603026;4,061011228;7,205274022;8,764130052;1,185254903;1,50750758;14,87254126;16,92601325;8,080184862;4,63965708
23;10,48195993;21,11052057;19,20808835;20,56481681;9,339274526;10,1930586;1,922974309;1,235451349;14,68935347;21,79702141;3,166891133;4,90293734;17,16767253;10,32799536;12,42495189;22,80746015;16,59707496;9,175586501;16,92251191;20,91880783;5,964116243;9,944729876;13,90991243;23,95209971;10,24910473;6,963885238;18,12539192;23,15905031;9,129190999;11,48311144;14,39535503;13,76852011;12,33068185;20,50340968;18,00596879;30,75881085;17,42096359;28,76695762;5,656287551;10,66988426;9,319590258;7,032417451;10,47630552;9,103035984;14,32977148;11,08624646;10,75079648;9,069229914;7,799913002;12,27242902;12,15686803;13,40361519;9,978759574;11,58558621;12,99875967;17,13748535;17,74992698;22,55300169;7,057978505;3,848178469;5,160170131;7,499415469;10,1601047;13,15695359;6,170182663;5,489826109;14,43740558;22,96049412;8,257654079;9,49493273;5,928935525;4,233478255;7,13291142;8,596940623;1,24936139;1,57664907;14,90714691;17,05499279;8,187755568;4,614115719
24;10,36999029;20,76774776;19,15779376;20,55686441;9,354719863;10,25483851;1,857724572;1,209329794;14,57024558;21,66726441;3,222123845;4,88842021;17,03881652;10,39754609;12,44781623;22,58133469;16,60203869;9,255710888;17,06749584;21,11505062;5,992769459;10,03135969;13,96489034;23,9849499;10,26631929;7,023309951;17,97959672;23,09666906;9,023550803;11,32825436;14,41726113;13,93815038;12,22560144;20,37731096;17,88221159;30,59927014;17,29896887;28,54296467;5,789791177;11,08332139;9,541048326;7,267882205;10,44883262;8,905974051;14,35214428;11,35318221;10,62501956;8,990647182;7,648862478;12,11596095;12,30030468;13,62482766;9,857501032;11,44335839;12,95083397;17,20719211;17,56727299;22,30393917;6,943827839;3,75874801;5,119496831;7,387168711;10,18279972;13,16890996;6,178235887;5,310755223;14,47907692;22,94683793;8,319986808;9,432970157;5,916049155;4,286710856;7,155218497;8,425778747;1,316296024;1,710589193;15,0562844;17,20336696;8,114600685;4,5581083
25;10,38476917;20,81788755;19,15065965;20,380312;9,221858904;9,895806819;1,92508817;1,256067973;14,69763719;21,90153718;3,1774273;4,94460016;16,98013368;10,45683763;12,47903769;22,635835;16,82748315;9,392769711;17,33233283;21,44719293;6,011038742;9,943296907;13,95607188;24,15012709;10,24502107;6,785168738;17,92779412;23,07259169;9,028862801;11,23573686;14,51021558;14,04013885;12,19909665;20,44580343;17,81091188;30,50097724;17,39415356;28,65440599;5,994954998;11,34639362;9,383563584;6,998333168;10,27468574;8,817304921;14,45989277;11,46973783;10,47975893;9,029225459;7,790462396;12,27301166;12,59567577;13,98167479;9,958719008;11,50488136;12,88669104;17,13221412;17,544157;22,4727278;7,04008981;3,859534424;5,048141296;7,184991023;10,12939205;13,1958569;6,312777462;5,623193535;14,43756626;23,05453464;8,265061166;9,346112528;5,776220754;4,186438013;7,251184777;8,673117917;1,220839899;1,628090713;14,96311242;17,00128026;8,192844194;4,380709735
26;10,47404339;20,88355751;19,08266372;20,28424148;9,271109125;9,904516743;2,228103142;1,4509381;14,86809145;21,94207824;3,041662174;4,540089358;17,06622252;10,47256239;12,72222537;23,34242947;16,53241495;9,181556611;17,35842969;21,35645241;5,958110474;9,740669045;14,03254277;24,18775194;10,19482739;6,896616224;18,05879661;23,14054259;9,049531458;11,30389659;14,49489484;14,07219774;12,16320164;20,42587313;17,90378332;30,80641119;17,26406399;28,44759621;5,917401038;11,11638227;9,432207366;7,127799929;10,30074434;8,771533797;14,35096736;11,49929147;10,87847228;9,121157111;7,851782908;12,33625158;12,56068785;13,81762843;9,892854934;11,29660785;12,74961064;17,03033403;17,90765449;22,75933009;7,295709193;4,051004033;5,011716527;7,165339983;10,20442743;13,52066628;6,364831283;5,705983297;14,5140605;23,20727422;8,242353559;9,494405335;5,921905562;4,234749169;7,214054602;8,599030708;1,095081593;1,284932845;14,80859769;16,94785652;8,063044608;4,344828577
27;10,85482875;21,8884567;18,98812077;20,3395728;9,22651765;9,898483705;2,124756196;1,363885138;14,95440974;22,03163763;3,059233082;4,587846383;17,03584122;10,38476353;12,51570056;22,89514649;16,74524122;9,213258579;17,31568347;21,19749188;5,987440038;9,736037586;14,12342175;24,1407048;10,27470958;6,845588279;17,95506105;22,98512492;9,124281203;11,49336668;14,40926965;14,07035286;12,16885395;20,48947978;17,82593098;30,55739284;17,34883019;28,46117229;5,895515449;11,17987724;9,302387008;7,038946497;10,48121231;9,124181892;14,16466446;11,291576;10,68998167;9,063728719;7,775794113;12,32361539;12,67267305;14,04134802;9,914345893;11,42498082;12,55811295;16,72271418;17,99935436;23,03650583;7,14881952;4,055385193;5,030590029;7,135297272;10,12970982;13,38433999;6,308345663;5,457631462;14,67857093;23,3589884;8,544645146;9,920378349;5,863331406;4,16803545;7,022793979;8,534147782;0,956802908;1,067217117;14,79991496;16,90424146;7,9852242;4,284601515
28;10,72528914;21,42486886;18,92667526;20,3579178;9,130925495;9,926858557;2,047557703;1,391834724;15,0247031;22,13812266;2,843208821;4,37198607;16,9237462;10,40829246;12,54003504;23,01800653;16,84434174;9,39440617;17,19910234;21,11561114;6,039373286;10,00237655;14,26592325;24,49231192;10,3176082;6,955556249;17,95800498;22,90603843;9,336322023;11,89724946;14,27501177;13,72577168;12,18369506;20,43575352;18,04889558;31,00725743;17,25121654;28,16377015;5,986323663;11,24521988;9,17224786;6,916229829;10,53102124;9,116727526;14,25353271;11,4283764;10,66282232;9,256793809;7,686207877;12,31867816;12,45657828;13,83901522;9,858228952;11,23577606;12,54191988;16,77159163;17,87858479;22,91952568;7,139609268;3,841286862;5,107051163;7,245923416;10,30768225;13,39493228;6,090734517;5,207716343;14,48070876;23,10993863;8,796149062;10,31731368;6,009538777;4,454806788;6,99465063;8,591339519;0,886052024;1,093673739;15,02157652;17,12654412;8,225672536;4,54545719
